,Beta,Gini,Total,Group_probs,Group,Time Window Size
11,0.75,0.0006353987504483693,0.2635815844237161,"{0: 0.2636462512013134, 1: 0.2629770196647827}",ReceiveSubstanceAbuseServices,30
12,0.8,0.0006461944613377276,0.263706531105563,"{0: 0.26377232663102324, 1: 0.26309141376917067}",ReceiveSubstanceAbuseServices,30
13,0.9,0.0006448970044650123,0.26393668824529715,"{0: 0.26400240911068373, 1: 0.2633222689002243}",ReceiveSubstanceAbuseServices,30
14,0.95,0.000645325477999654,0.2639409066011321,"{0: 0.26400667213752543, 1: 0.26332606963023314}",ReceiveSubstanceAbuseServices,30
15,0.99,0.0005570678000363374,0.2638590299816197,"{0: 0.26391579158475065, 1: 0.26332837009429355}",ReceiveSubstanceAbuseServices,30
16,0.999,0.0005570678000363374,0.2638590299816197,"{0: 0.26391579158475065, 1: 0.26332837009429355}",ReceiveSubstanceAbuseServices,30
17,0.9995,0.0005570678000363374,0.2638590299816197,"{0: 0.26391579158475065, 1: 0.26332837009429355}",ReceiveSubstanceAbuseServices,30
18,0.9999,0.0005570678000363374,0.2638590299816197,"{0: 0.26391579158475065, 1: 0.26332837009429355}",ReceiveSubstanceAbuseServices,30
19,1.0,0.0005570678000363374,0.2638590299816197,"{0: 0.26391579158475065, 1: 0.26332837009429355}",ReceiveSubstanceAbuseServices,30
0,0.0,0.01538459893433097,0.21498977117138132,"{0: 0.21490950627159403, 1: 0.22855453923543717}",DomesticViolenceSurvivor,30
1,0.05,0.014036750922718952,0.21527407203165086,"{0: 0.21520094323764533, 1: 0.22763283821857888}",DomesticViolenceSurvivor,30
2,0.1,0.013827544226544548,0.21529490939881235,"{0: 0.21522289418613766, 1: 0.22746548034083533}",DomesticViolenceSurvivor,30
3,0.15,0.013827544226544548,0.21529490939881235,"{0: 0.21522289418613766, 1: 0.22746548034083533}",DomesticViolenceSurvivor,30
4,0.2,0.013827544226544548,0.21529490939881235,"{0: 0.21522289418613766, 1: 0.22746548034083533}",DomesticViolenceSurvivor,30
5,0.25,0.013827544226544548,0.21529490939881235,"{0: 0.21522289418613766, 1: 0.22746548034083533}",DomesticViolenceSurvivor,30
6,0.3,0.013827544226544548,0.21529490939881235,"{0: 0.21522289418613766, 1: 0.22746548034083533}",DomesticViolenceSurvivor,30
7,0.4,0.009803451678410405,0.21876867962931842,"{0: 0.21871721927007873, 1: 0.22746548034083533}",DomesticViolenceSurvivor,30
8,0.5,0.03176869783508645,0.24045886018801416,"{0: 0.24026707533395208, 1: 0.2728705005245042}",DomesticViolenceSurvivor,30
9,0.6,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
10,0.7,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
11,0.75,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
12,0.8,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
13,0.9,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
14,0.95,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
15,0.99,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
16,0.999,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
17,0.9995,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
18,0.9999,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
19,1.0,0.014688104866679149,0.26580251672283634,"{0: 0.26570790817356427, 1: 0.2817913615498189}",DomesticViolenceSurvivor,30
0,0.0,0.08041008343181134,0.21498977117138132,"{3: 0.24235595489069509, 5: 0.16942015136032554, 1: 0.2610997051681319, 4: 0.2277250535502952}",proj_type_ent,30
1,0.05,0.05938657517947793,0.21712431734059645,"{3: 0.24354467354866383, 5: 0.1796215629500138, 1: 0.2506339971894513, 4: 0.23960576114160823}",proj_type_ent,30
2,0.1,0.05516306575053649,0.21896522972769472,"{3: 0.24569226218360618, 5: 0.18404493285195456, 1: 0.24921793997708, 4: 0.23872343121277897}",proj_type_ent,30
3,0.15,0.05197516087469203,0.22071767233177286,"{3: 0.24635160219238197, 5: 0.1876947991497634, 1: 0.24918906766922871, 4: 0.2390836660585198}",proj_type_ent,30
4,0.2,0.04831752716047518,0.2231055103943973,"{3: 0.24728744774688244, 5: 0.19195702975108106, 1: 0.2498274909375837, 4: 0.24112044290812684}",proj_type_ent,30
5,0.25,0.04438885098449788,0.22735966332673727,"{3: 0.2502865852514378, 5: 0.19865233257380963, 1: 0.25190490281997546, 4: 0.24254118945291436}",proj_type_ent,30
6,0.3,0.038180779893100855,0.233556852693032,"{3: 0.25405761241527247, 5: 0.20769290876078417, 1: 0.2553435790895797, 4: 0.2494031485104326}",proj_type_ent,30
7,0.4,0.023741862989102136,0.24969665247320363,"{3: 0.2624809630553747, 5: 0.23417031912753802, 1: 0.26348445958639627, 4: 0.25410365339900565}",proj_type_ent,30
8,0.5,0.01661866504850058,0.26650225372616376,"{3: 0.27617824107830136, 5: 0.2556008538659326, 1: 0.2763165992321217, 4: 0.2668676538929542}",proj_type_ent,30
9,0.6,0.015617454473443593,0.27630967975323767,"{3: 0.2859512258679758, 5: 0.26537110096543964, 1: 0.28594063589560603, 4: 0.2780101051509232}",proj_type_ent,30
10,0.7,0.015232437500686515,0.2828383600724129,"{3: 0.2927109204404419, 5: 0.27079432926947056, 1: 0.29296081648272737, 4: 0.2893934483225348}",proj_type_ent,30
11,0.75,0.015345348668640905,0.2866434274938557,"{3: 0.29621519699388066, 5: 0.2762696002240535, 1: 0.2961326890746444, 4: 0.28514964380883256}",proj_type_ent,30
12,0.8,0.014617175263572072,0.28993972657355055,"{3: 0.2998618583827395, 5: 0.27816754865134813, 1: 0.2997181870477246, 4: 0.2961640285160687}",proj_type_ent,30
13,0.9,0.0176981477107745,0.29068661878366714,"{3: 0.30225140477074874, 5: 0.2775512678039802, 1: 0.30218804842178065, 4: 0.2931006936049667}",proj_type_ent,30
14,0.95,0.019285443266715684,0.2924465878098642,"{3: 0.30514447271729006, 5: 0.2782817049451367, 1: 0.304878154958997, 4: 0.29424268462977005}",proj_type_ent,30
15,0.99,0.0176847782844633,0.29331983841028353,"{3: 0.3056976297415782, 5: 0.27850919287132747, 1: 0.305399074487145, 4: 0.3026268947486532}",proj_type_ent,30
16,0.999,0.019569457883839986,0.29365543154673296,"{3: 0.30655121757440235, 5: 0.279213711938798, 1: 0.3063698387033612, 4: 0.29542291531979314}",proj_type_ent,30
17,0.9995,0.019569457883839986,0.29365543154673296,"{3: 0.30655121757440235, 5: 0.279213711938798, 1: 0.3063698387033612, 4: 0.29542291531979314}",proj_type_ent,30
18,0.9999,0.01774675849940339,0.2938060705533325,"{3: 0.30623075654816906, 5: 0.27884138158780536, 1: 0.306020730500057, 4: 0.30339565774890154}",proj_type_ent,30
19,1.0,0.01916073284225419,0.29375130720099324,"{3: 0.30630344508714064, 5: 0.279637467139142, 1: 0.30625054491754045, 4: 0.29524023321218523}",proj_type_ent,30
0,0.0,0.08553906968166966,0.21498977117138132,"{2: 0.2809534047436598, 3: 0.24190071501096913, 5: 0.16957624697988297, 1: 0.26115640989059224, 4: 0.2306619001997749}",proj_type_exit,30
1,0.05,0.07175639374311217,0.21664156630967302,"{2: 0.27927503750953164, 3: 0.24448616207809695, 5: 0.17650571378702773, 1: 0.25224877104046595, 4: 0.24327360141578083}",proj_type_exit,30
2,0.1,0.06854755829087136,0.2183364911454477,"{2: 0.27927503750953164, 3: 0.24681589508387644, 5: 0.1807221667543765, 1: 0.2505567717093927, 4: 0.24210912262452286}",proj_type_exit,30
3,0.15,0.06505215116176277,0.22011149346032027,"{2: 0.27927503750953164, 3: 0.24862641285351364, 5: 0.183463361498661, 1: 0.2505182795832384, 4: 0.24574467205855224}",proj_type_exit,30
4,0.2,0.06373278352114226,0.2224545208791564,"{2: 0.27927503750953164, 3: 0.2503968441859626, 5: 0.18720820386162895, 1: 0.2522460540228212, 4: 0.24321502830256475}",proj_type_exit,30
5,0.25,0.058739752413089194,0.22697954302037907,"{2: 0.27927503750953164, 3: 0.2544808981261152, 5: 0.1928086945253645, 1: 0.25548785283542297, 4: 0.24781522685930885}",proj_type_exit,30
6,0.3,0.05229969891372763,0.2334863647950695,"{2: 0.27927503750953164, 3: 0.25947358409197785, 5: 0.2013385133315187, 1: 0.2604040977780057, 4: 0.2524553266147128}",proj_type_exit,30
7,0.4,0.035544054975889264,0.24928905325985395,"{2: 0.27927503750953164, 3: 0.269599201149701, 5: 0.2247337492688604, 1: 0.26982440485502474, 4: 0.26283213579433923}",proj_type_exit,30
8,0.5,0.027980257899462874,0.2683607953572027,"{2: 0.29361037759518355, 3: 0.2844692552897001, 5: 0.2495825120167979, 1: 0.28442097901380003, 4: 0.27546509398451624}",proj_type_exit,30
9,0.6,0.02145523889957601,0.28378228117835386,"{2: 0.3006342167175834, 3: 0.30022613010845817, 5: 0.26426474127353833, 1: 0.2999551123634836, 4: 0.2946670177473106}",proj_type_exit,30
10,0.7,0.018876348465848056,0.28424758166893443,"{2: 0.2960315452592956, 3: 0.29800916625752977, 5: 0.26838352885999206, 1: 0.29807321448526214, 4: 0.2889861437507041}",proj_type_exit,30
11,0.75,0.02004998541875736,0.29254898974487714,"{2: 0.3067116116957579, 3: 0.3082187416192427, 5: 0.2741559270202314, 1: 0.30807436429291546, 4: 0.3010997460256616}",proj_type_exit,30
12,0.8,0.019832146938829384,0.2930427581515453,"{2: 0.3067116116957579, 3: 0.3090613484823301, 5: 0.2735784144217371, 1: 0.3090711237904536, 4: 0.30548259998707716}",proj_type_exit,30
13,0.9,0.01888516762044382,0.29488262039862134,"{2: 0.3071534009807907, 3: 0.3093695508457502, 5: 0.2782411887465047, 1: 0.3092256789085546, 4: 0.30045325405897205}",proj_type_exit,30
14,0.95,0.01909115009708651,0.2951929817972493,"{2: 0.30871107984374957, 3: 0.3104465518451011, 5: 0.27709687433959723, 1: 0.3102930571631596, 4: 0.30485631636913485}",proj_type_exit,30
15,0.99,0.016648314923295746,0.2945741065313139,"{2: 0.3058508769069719, 3: 0.30787287549406367, 5: 0.27872299199045497, 1: 0.3077485207074004, 4: 0.30346477308160813}",proj_type_exit,30
16,0.999,0.018746534770286195,0.2949597709245786,"{2: 0.3067116116957579, 3: 0.30922740882630795, 5: 0.27862291722454996, 1: 0.30913595475812444, 4: 0.2998778505923205}",proj_type_exit,30
17,0.9995,0.018746534770286195,0.2949597709245786,"{2: 0.3067116116957579, 3: 0.30922740882630795, 5: 0.27862291722454996, 1: 0.30913595475812444, 4: 0.2998778505923205}",proj_type_exit,30
18,0.9999,0.0186472054413867,0.29477943089152225,"{2: 0.3067116116957579, 3: 0.30903251957601324, 5: 0.2784775728112423, 1: 0.30886587457530973, 4: 0.29990905078738683}",proj_type_exit,30
19,1.0,0.0186472054413867,0.29477943089152225,"{2: 0.3067116116957579, 3: 0.30903251957601324, 5: 0.2784775728112423, 1: 0.30886587457530973, 4: 0.29990905078738683}",proj_type_exit,30
0,0.0,0.06195364131987368,0.21498977117138132,"{2: 0.23254709085035097, 1: 0.21351608843660347, 3: 0.23352693592960325, 4: 0.29357787415339787}",numProj_before_exit,30
1,0.05,0.053029104164776145,0.21565424137510422,"{2: 0.24313200337458513, 1: 0.21341894802884376, 3: 0.24295547398521014, 4: 0.2828156511957921}",numProj_before_exit,30
2,0.1,0.06340204250817857,0.21687689805993215,"{2: 0.2655781670249104, 1: 0.21296882167211553, 3: 0.26321004808250736, 4: 0.30026814884251707}",numProj_before_exit,30
3,0.15,0.05870532294776188,0.2176027692747397,"{2: 0.26707510911869325, 1: 0.21362216193340927, 3: 0.2667335418746542, 4: 0.29511206098525267}",numProj_before_exit,30
4,0.2,0.0641698747781761,0.21931402944093986,"{2: 0.2780687021816153, 1: 0.21463291915673657, 3: 0.27310936563234484, 4: 0.3045606232306244}",numProj_before_exit,30
5,0.25,0.06545484104981138,0.22151531169831074,"{2: 0.28412463419474326, 1: 0.21653087722094855, 3: 0.27870314452393974, 4: 0.309775885010333}",numProj_before_exit,30
6,0.3,0.06391836537888813,0.22318335208653278,"{2: 0.28762583150856985, 1: 0.21806246274914004, 3: 0.2814808376374368, 4: 0.30947507128475227}",numProj_before_exit,30
7,0.4,0.0551829159929233,0.233643184275231,"{2: 0.2829575039045821, 1: 0.22970025626471252, 3: 0.2798708784394745, 4: 0.309775885010333}",numProj_before_exit,30
8,0.5,0.04443551467468555,0.24808770416352874,"{2: 0.28905194481665314, 1: 0.24484650059524343, 3: 0.28277389714984025, 4: 0.30947507128475227}",numProj_before_exit,30
9,0.6,0.03196113037298002,0.26474932941007134,"{2: 0.2891042347919448, 1: 0.2628368117696667, 3: 0.2827443640226878, 4: 0.30947507128475227}",numProj_before_exit,30
10,0.7,0.020004137812839315,0.29046225501733247,"{2: 0.2951758831071676, 1: 0.2901142047831903, 3: 0.289065849098556, 4: 0.3192137325350741}",numProj_before_exit,30
11,0.75,0.017484196544622722,0.2946662263840982,"{2: 0.2987275106251361, 1: 0.2943742675714364, 3: 0.2925760653774387, 4: 0.3192137325350741}",numProj_before_exit,30
12,0.8,0.017718476399589338,0.2943019692566261,"{2: 0.2984324299311646, 1: 0.29400446832070765, 3: 0.29224805252813973, 4: 0.3192137325350741}",numProj_before_exit,30
13,0.9,0.015576583647954865,0.29601964259116925,"{2: 0.2954869771655068, 1: 0.2960480091770185, 3: 0.2943718611774456, 4: 0.3192137325350741}",numProj_before_exit,30
14,0.95,0.016355539460780947,0.29654441981187485,"{2: 0.29573159616313033, 1: 0.29660744034419373, 3: 0.29323246403364017, 4: 0.3192137325350741}",numProj_before_exit,30
15,0.99,0.01634267991249121,0.29649155054809745,"{2: 0.2957392070180166, 1: 0.29654980937251424, 3: 0.29323246403364017, 4: 0.3192137325350741}",numProj_before_exit,30
16,0.999,0.016323225250753023,0.2963954021684165,"{2: 0.29573628484115205, 1: 0.2964461792207993, 3: 0.29323246403364017, 4: 0.3192137325350741}",numProj_before_exit,30
17,0.9995,0.016323225250753023,0.2963954021684165,"{2: 0.29573628484115205, 1: 0.2964461792207993, 3: 0.29323246403364017, 4: 0.3192137325350741}",numProj_before_exit,30
18,0.9999,0.016323225250753023,0.2963954021684165,"{2: 0.29573628484115205, 1: 0.2964461792207993, 3: 0.29323246403364017, 4: 0.3192137325350741}",numProj_before_exit,30
19,1.0,0.016323225250753023,0.2963954021684165,"{2: 0.29573628484115205, 1: 0.2964461792207993, 3: 0.29323246403364017, 4: 0.3192137325350741}",numProj_before_exit,30
0,0.0,0.06624582295758036,0.21498977117138132,"{0: 0.19771662399717121, 1: 0.2581098197856058}",reentered,30
1,0.05,0.0453395439235559,0.21745733204557058,"{0: 0.20572228689259386, 1: 0.2467522666850431}",reentered,30
2,0.1,0.039084128246998605,0.22139362037736393,"{0: 0.21115157829767772, 1: 0.24696147711654548}",reentered,30
3,0.15,0.03497207908477047,0.22546373027745129,"{0: 0.21616463856129645, 1: 0.24867764044822854}",reentered,30
4,0.2,0.029577523995305458,0.2288770517068183,"{0: 0.22093113279358556, 1: 0.24871295111574873}",reentered,30
5,0.25,0.026315243741666806,0.23458728207681967,"{0: 0.22736208836345578, 1: 0.25262398963365723}",reentered,30
6,0.3,0.021382689929187636,0.2395298444242551,"{0: 0.23356103402640124, 1: 0.2544301629318647}",reentered,30
7,0.4,0.016554179363482132,0.2548098852848266,"{0: 0.249914744537198, 1: 0.2670299344097696}",reentered,30
8,0.5,0.007516415070835153,0.2721155320558804,"{0: 0.26976042480497275, 1: 0.27799473508278894}",reentered,30
9,0.6,0.002809606307312133,0.2794130665781426,"{0: 0.27851277886252057, 1: 0.2816605116831303}",reentered,30
10,0.7,0.0025357263957585807,0.2829101708361995,"{0: 0.2820876667745525, 1: 0.284963439691372}",reentered,30
11,0.75,0.0016971109419229883,0.2845667909202386,"{0: 0.2840134800030362, 1: 0.2859480559212208}",reentered,30
12,0.8,0.0028362371388784956,0.28547812199685935,"{0: 0.28454955244773766, 1: 0.287796168829668}",reentered,30
13,0.9,0.002306390051128411,0.2873820967538287,"{0: 0.28662230577239267, 1: 0.289278810984637}",reentered,30
14,0.95,0.0017948535980146826,0.2880469585961742,"{0: 0.28745457434755356, 1: 0.2895257648230417}",reentered,30
15,0.99,0.0016918696298943573,0.28849735460995335,"{0: 0.28793813606133695, 1: 0.2898933672044802}",reentered,30
16,0.999,0.0016572476949328911,0.2886502087090561,"{0: 0.28810215988663473, 1: 0.2900183376103755}",reentered,30
17,0.9995,0.0016572476949328911,0.2886502087090561,"{0: 0.28810215988663473, 1: 0.2900183376103755}",reentered,30
18,0.9999,0.0016572476949328911,0.2886502087090561,"{0: 0.28810215988663473, 1: 0.2900183376103755}",reentered,30
19,1.0,0.0016572476949328911,0.2886502087090561,"{0: 0.28810215988663473, 1: 0.2900183376103755}",reentered,30
0,0.0,0.05118424286895862,0.21498977117138132,"{0: 0.20773307502162408, 1: 0.2551140325521235}",reenteredNotStable,30
1,0.05,0.033489840361042474,0.21690711277807453,"{0: 0.21224004191472334, 1: 0.24271262638081942}",reenteredNotStable,30
2,0.1,0.02711674613740685,0.22044612651121623,"{0: 0.2166408252652565, 1: 0.24148667977049246}",reenteredNotStable,30
3,0.15,0.02330303394739929,0.22432039846891966,"{0: 0.22101099993077208, 1: 0.24261896977703767}",reenteredNotStable,30
4,0.2,0.023652999287675842,0.22816526576818288,"{0: 0.22474687624235326, 1: 0.24706647811123605}",reenteredNotStable,30
5,0.25,0.023811439234305343,0.23147679997087703,"{0: 0.2279847726717849, 1: 0.25078517573939346}",reenteredNotStable,30
6,0.3,0.025232416248372542,0.23664305529719495,"{0: 0.23285232005708387, 1: 0.25760306911897984}",reenteredNotStable,30
7,0.4,0.016705097035011638,0.25009594223989196,"{0: 0.24747574174914125, 1: 0.26458374870045964}",reenteredNotStable,30
8,0.5,0.013812095433695958,0.2715842319489371,"{0: 0.2692412864918373, 1: 0.284539019359271}",reenteredNotStable,30
9,0.6,0.0018013495870503084,0.29439210626616313,"{0: 0.2940664150948689, 1: 0.2961929419931551}",reenteredNotStable,30
10,0.7,0.001317674475499218,0.2952427336555439,"{0: 0.2950039651111364, 1: 0.296562950361272}",reenteredNotStable,30
11,0.75,0.0012247984662213753,0.29555647818933156,"{0: 0.29533433202543147, 1: 0.2967847851986242}",reenteredNotStable,30
12,0.8,0.0015756471422932756,0.2957608788442127,"{0: 0.2954747608291254, 1: 0.29734290374730704}",reenteredNotStable,30
13,0.9,0.0015208969780102733,0.2960713473184318,"{0: 0.295794902390124, 1: 0.29759988707425084}",reenteredNotStable,30
14,0.95,0.0014669464134140875,0.2962774401504902,"{0: 0.29601063592170684, 1: 0.2977526738370418}",reenteredNotStable,30
15,0.99,0.0014584533071614481,0.2964180038253453,"{0: 0.2961526215852984, 1: 0.29788537494654127}",reenteredNotStable,30
16,0.999,0.0013380948246414462,0.2964716260359016,"{0: 0.29622814109079737, 1: 0.2978179210133979}",reenteredNotStable,30
17,0.9995,0.0013380948246414462,0.2964716260359016,"{0: 0.29622814109079737, 1: 0.2978179210133979}",reenteredNotStable,30
18,0.9999,0.0013380948246414462,0.2964716260359016,"{0: 0.29622814109079737, 1: 0.2978179210133979}",reenteredNotStable,30
19,1.0,0.0013380948246414462,0.2964716260359016,"{0: 0.29622814109079737, 1: 0.2978179210133979}",reenteredNotStable,30
0,0.0,0.06631193467072345,0.21498977117138132,"{0: 0.19770632509130057, 1: 0.25816585792852165}",reenteredFedDef,30
1,0.05,0.0453594891306192,0.21746108519538876,"{0: 0.20572603818209267, 1: 0.24677661669284479}",reenteredFedDef,30
2,0.1,0.039127671694220836,0.22139614432682,"{0: 0.21114708492050702, 1: 0.2469995035212606}",reenteredFedDef,30
3,0.15,0.035039516584922055,0.22546373027745129,"{0: 0.2161506333742476, 1: 0.24872894474956975}",reenteredFedDef,30
4,0.2,0.029645798060495113,0.2288770517068183,"{0: 0.2209161699984539, 1: 0.24876427313888044}",reenteredFedDef,30
5,0.25,0.026359961071730133,0.234583617284563,"{0: 0.22734949415760883, 1: 0.2526553100646956}",reenteredFedDef,30
6,0.3,0.021453445519095386,0.23953057099187977,"{0: 0.23354455124635976, 1: 0.2544843543210271}",reenteredFedDef,30
7,0.4,0.01845713588752295,0.25485156838781614,"{0: 0.2493864723547732, 1: 0.26850402284426356}",reenteredFedDef,30
8,0.5,0.007343232778470167,0.2720740890422547,"{0: 0.2697750824094697, 1: 0.27781727876104406}",reenteredFedDef,30
9,0.6,0.001860509192025429,0.2790453558048213,"{0: 0.2784507559532528, 1: 0.2805307363625039}",reenteredFedDef,30
10,0.7,0.0025357226321650146,0.28297779997681466,"{0: 0.2821555120126199, 1: 0.28503197229389343}",reenteredFedDef,30
11,0.75,0.0023139442180259194,0.28432433766451004,"{0: 0.28357054124159653, 1: 0.2862074100334195}",reenteredFedDef,30
12,0.8,0.0020164513024026197,0.28544517485318677,"{0: 0.2847858693109586, 1: 0.287092197857674}",reenteredFedDef,30
13,0.9,0.0017472294467186765,0.2874237172048332,"{0: 0.2868486103870845, 1: 0.28886040186498074}",reenteredFedDef,30
14,0.95,0.0017380530544908773,0.288065341309704,"{0: 0.28749198236289997, 1: 0.2894976595820841}",reenteredFedDef,30
15,0.99,0.001734808926468336,0.28846933653159107,"{0: 0.28789624676886544, 1: 0.28990098235039496}",reenteredFedDef,30
16,0.999,0.0017395669611461437,0.28865389338017494,"{0: 0.28807886180885217, 1: 0.2900903900658759}",reenteredFedDef,30
17,0.9995,0.0017395669611461437,0.28865389338017494,"{0: 0.28807886180885217, 1: 0.2900903900658759}",reenteredFedDef,30
18,0.9999,0.0017395669611461437,0.28865389338017494,"{0: 0.28807886180885217, 1: 0.2900903900658759}",reenteredFedDef,30
19,1.0,0.0017395669611461437,0.28865389338017494,"{0: 0.28807886180885217, 1: 0.2900903900658759}",reenteredFedDef,30
0,0.0,0.06001830754925629,0.21498977117138132,"{nan: 0.19771662399717121, 'Hotline': 0.26201516922983, 'Reentry': 0.2544785631145727}",reenterType,30
1,0.05,0.04316964988211427,0.21729449094742617,"{nan: 0.2042711441680524, 'Hotline': 0.2497571536000637, 'Reentry': 0.24985044232176842}",reenterType,30
2,0.1,0.03721929849940229,0.22138167850387735,"{nan: 0.21006368671453218, 'Hotline': 0.24966521191678648, 'Reentry': 0.24960786659349732}",reenterType,30
3,0.15,0.03507326321081234,0.22439506251091026,"{nan: 0.21366035455400562, 'Hotline': 0.2510442516310385, 'Reentry': 0.2513309076199641}",reenterType,30
4,0.2,0.03133611384372453,0.2282824108571317,"{nan: 0.2186187363137967, 'Hotline': 0.25217433875466455, 'Reentry': 0.2526222749610296}",reenterType,30
5,0.25,0.02669677147765455,0.23179946888275282,"{nan: 0.22348841842996753, 'Hotline': 0.2526649372805966, 'Reentry': 0.2524370876457315}",reenterType,30
6,0.3,0.024260654480921993,0.23821124531304827,"{nan: 0.23056761910512308, 'Hotline': 0.25687213958648913, 'Reentry': 0.2576833816868139}",reenterType,30
7,0.4,0.017764804696057124,0.251740845244114,"{nan: 0.24647847066909506, 'Hotline': 0.26242479094580884, 'Reentry': 0.26715834497896773}",reenterType,30
8,0.5,0.007993210071617242,0.26982980540259366,"{nan: 0.2673248239461107, 'Hotline': 0.27493640904258565, 'Reentry': 0.2771494060046992}",reenterType,30
9,0.6,0.004253523677426107,0.2876248081573303,"{nan: 0.28663292238873866, 'Hotline': 0.2921644996674341, 'Reentry': 0.28818216133442753}",reenterType,30
10,0.7,0.001598743942594973,0.29667745855431793,"{nan: 0.29621130200579904, 'Hotline': 0.29729382102846136, 'Reentry': 0.29835007414704723}",reenterType,30
11,0.75,0.0010292828566660715,0.2969013780112745,"{nan: 0.2965962535228219, 'Hotline': 0.2973294667991334, 'Reentry': 0.2979732780461688}",reenterType,30
12,0.8,0.0018496497858430125,0.29744767728882743,"{nan: 0.2968063422013948, 'Hotline': 0.29879003258905157, 'Reentry': 0.29928917951219963}",reenterType,30
13,0.9,0.0016399198595933105,0.2966990041781044,"{nan: 0.2961576418426817, 'Hotline': 0.29772565296501347, 'Reentry': 0.2983524344805294}",reenterType,30
14,0.95,0.002199901272234746,0.3006810010587391,"{nan: 0.2999212683234372, 'Hotline': 0.3022224090036171, 'Reentry': 0.30290780418185126}",reenterType,30
15,0.99,0.0012385875249981962,0.30339020252417076,"{nan: 0.30302278200809024, 'Hotline': 0.3038675224578285, 'Reentry': 0.3047164391185522}",reenterType,30
16,0.999,0.0017987438324544864,0.311204451322196,"{nan: 0.3105792433653284, 'Hotline': 0.3123998468095488, 'Reentry': 0.3131049063384098}",reenterType,30
17,0.9995,0.0012003183930709262,0.3116856468724483,"{nan: 0.3113276968032053, 'Hotline': 0.31211188071516055, 'Reentry': 0.31301376005121145}",reenterType,30
18,0.9999,0.0011328726435811032,0.31179793968249037,"{nan: 0.3114745510223821, 'Hotline': 0.31210946629100206, 'Reentry': 0.31306620914962807}",reenterType,30
19,1.0,0.0011255947111947012,0.3118037332625399,"{nan: 0.31148477754812737, 'Hotline': 0.31209852297770024, 'Reentry': 0.31306620914962807}",reenterType,30
0,0.0,0.14650145463476205,0.21498977117138132,"{-3: 0.19771662399717121, -1: 0.26202485591898134, -2: 0.2544785631145727, 1: 0.3328695032278344, 2: 0.1464538200258235}",HousingStatusNextCall,30
1,0.05,0.08066611934598705,0.2158069679229778,"{-3: 0.20164281971964648, -1: 0.2507950645891561, -2: 0.25141094121486746, 1: 0.32517812440482635, 2: 0.24213275035752402}",HousingStatusNextCall,30
2,0.1,0.07990554573577059,0.21645807972957423,"{-3: 0.2026478528998852, -1: 0.2506329309697566, -2: 0.25111280537547176, 1: 0.32517812440482635, 2: 0.24213275035752402}",HousingStatusNextCall,30
3,0.15,0.07894121503150035,0.21736942982563792,"{-3: 0.20394660587120017, -1: 0.25088311786906314, -2: 0.2507731993331476, 1: 0.32517812440482635, 2: 0.24213275035752402}",HousingStatusNextCall,30
4,0.2,0.07779058930532057,0.21828265950001588,"{-3: 0.20548919106226105, -1: 0.24997380280815032, -2: 0.25034692581471024, 1: 0.32517812440482635, 2: 0.24213275035752402}",HousingStatusNextCall,30
5,0.25,0.07657281670293316,0.21946624731706452,"{-3: 0.2072019086183313, -1: 0.24987645255429675, -2: 0.2501722207907383, 1: 0.32517812440482635, 2: 0.24213275035752402}",HousingStatusNextCall,30
6,0.3,0.07604920918060837,0.22091217280737802,"{-3: 0.2085043243331787, -1: 0.2516143926929197, -2: 0.2520421938882662, 1: 0.32517812440482635, 2: 0.24213275035752402}",HousingStatusNextCall,30
7,0.4,0.06810238647879835,0.22848732547989295,"{-3: 0.2197604631366678, -1: 0.24991856364450274, -2: 0.2505003193483332, 1: 0.32517812440482635, 2: 0.24213275035752402}",HousingStatusNextCall,30
8,0.5,0.0646555098795246,0.2378256283897328,"{-3: 0.2324047131391099, -1: 0.25091136722291685, -2: 0.25166214900588313, 1: 0.33356831111196233, 2: 0.24213275035752402}",HousingStatusNextCall,30
9,0.6,0.05792180631067563,0.24667473928287512,"{-3: 0.24413379452576284, -1: 0.25266827769177536, -2: 0.253235633202744, 1: 0.33356831111196233, 2: 0.24213275035752402}",HousingStatusNextCall,30
